step,time,charge,ef_energy,ef_energy_mode1,kinetic_energy,total_energy,momentum,tt_norm,bond_dimension,elapsed_time
1,0.1,12.5663631159,0.125586381691,0.125586381681,6.284784553986,6.410370935677,2.9607652e-5,157.39461470834195,11,0.919177055359
2,0.2,12.566430066615,0.12246586987,0.122465840036,6.289448775993,6.411914645863,4.29488e-7,157.39454387357128,11,3.139002084732
3,0.3,12.566387264563,0.11640304238,0.116402791303,6.29684255574,6.41324559812,-3.939227e-6,157.39465806633217,12,3.96176815033
4,0.4,12.566392725011,0.10772098291,0.107720089436,6.306545702821,6.4142666857310005,-9.830608e-6,157.3947878696866,13,4.873816013336
5,0.5,12.566411802684,0.096885987767,0.096883876003,6.318378899573,6.41526488734,-5.6571987e-5,157.39468809327258,13,5.776865005493
6,0.6,12.566359648624,0.084479542512,0.084475686694,6.331234629018,6.4157141715299995,-4.5916527e-5,157.39481665639894,13,6.676598072052
7,0.7,12.566345230871,0.071143701226,0.071137874284,6.344709651582,6.415853352808,-5.540426e-5,157.39501762625682,13,7.633884191513
8,0.8,12.566394580166,0.05755192036,0.057544388519,6.358192002359,6.415743922719,-4.8515393e-5,157.39499207240138,14,8.556589126587
9,0.9,12.566380252092,0.04436462387,0.044356182692,6.370963832062,6.415328455932,-7.8633154e-5,157.3949886321339,14,9.432660102844
10,1.0,12.566430761866,0.032186320604,0.032178122599,6.382585773064,6.414772093668,-0.000131432254,157.39475367290768,14,10.271619081497
11,1.1,12.566372483035,0.021541262437,0.021534501825,6.392271907779,6.413813170216,-0.000154856776,157.394793015908,14,12.603552103043
12,1.2,12.56637673305,0.012830746506,0.012826274034,6.399887488811,6.4127182353170005,-0.00018531149,157.39476656406833,15,13.485422134399
13,1.3,12.566396054984,0.006315422662,0.00631337972,6.405234587999,6.411550010661,-0.000234992286,157.39483118737184,15,14.334051132202
14,1.4,12.566386786432,0.002107978196,0.002107634177,6.4082974608,6.410405438996,-0.000244742725,157.3947293741636,15,15.13196015358
15,1.5,12.566337002441,0.000173236868,0.000173099577,6.409090640128,6.409263876996,-0.000218367643,157.39484448854154,15,15.854845046997
16,1.6,12.566402185776,0.000335975122,0.000334113619,6.408064270759,6.408400245880999,-0.000204025059,157.39478340309194,15,16.709999084473
