bond_dim_1,bond_dim_2,bond_dim_3,bond_dim_4,bond_dim_5,bond_dim_6,bond_dim_7,bond_dim_8,bond_dim_9,bond_dim_10,bond_dim_11,bond_dim_12,bond_dim_13,bond_dim_14,bond_dim_15,bond_dim_16,bond_dim_17,bond_dim_18,bond_dim_19
2,4,8,16,32,52,67,45,36,20,16,11,9,7,7,6,5,4,2
2,4,8,16,32,53,68,47,37,21,16,11,8,6,7,6,5,4,2
2,4,8,16,32,54,68,47,36,21,17,11,8,6,7,6,5,4,2
2,4,8,16,32,54,69,48,37,22,18,12,10,7,8,6,5,4,2
2,4,8,16,32,54,71,50,38,23,19,12,10,7,8,6,5,4,2
2,4,8,16,32,55,71,50,38,23,20,12,10,7,7,6,5,4,2
2,4,8,16,32,54,72,50,37,23,19,11,9,6,7,6,5,4,2
2,4,8,16,32,55,74,52,39,25,20,12,10,7,7,6,5,4,2
2,4,8,16,32,55,76,53,41,26,21,13,11,8,8,6,5,4,2
2,4,8,16,32,56,78,53,42,26,21,14,12,8,8,7,5,4,2
2,4,8,16,32,56,78,54,43,27,22,15,13,9,9,7,5,4,2
2,4,8,16,32,56,77,55,43,27,23,16,13,9,9,7,5,4,2
2,4,8,16,32,56,79,55,43,26,21,13,11,7,8,6,5,4,2
2,4,8,16,32,56,80,57,44,27,22,14,11,8,8,6,5,4,2
2,4,8,16,32,57,82,57,44,26,21,13,11,8,8,6,5,4,2
2,4,8,16,32,57,83,59,45,27,22,14,11,8,8,6,5,4,2
2,4,8,16,32,57,84,60,45,26,21,13,11,8,8,6,5,4,2
2,4,8,16,32,58,86,62,46,29,23,15,12,9,8,6,5,4,2
2,4,8,16,32,58,87,64,47,30,23,15,12,9,8,6,5,4,2
2,4,8,16,32,58,89,64,47,30,23,16,13,9,8,6,5,4,2
2,4,8,16,32,58,91,64,47,29,22,15,12,9,8,6,4,4,2
2,4,8,16,32,59,93,67,50,31,24,17,13,9,8,6,5,4,2
2,4,8,16,32,60,94,68,52,32,24,16,13,9,8,6,5,4,2
2,4,8,16,32,60,96,71,55,35,27,18,14,10,8,6,5,4,2
2,4,8,16,32,60,97,72,56,35,27,18,14,10,9,7,5,4,2
2,4,8,16,32,60,99,72,56,35,27,18,15,11,9,7,5,4,2
2,4,8,16,32,60,100,77,58,37,28,19,15,11,9,7,5,4,2
2,4,8,16,32,60,102,77,58,37,29,19,15,11,9,7,5,4,2
2,4,8,16,32,60,102,79,59,39,30,20,16,11,9,7,5,4,2
2,4,8,16,32,60,104,82,60,39,30,20,16,11,9,7,5,4,2
2,4,8,16,32,60,105,84,62,40,30,20,16,11,9,7,5,4,2
2,4,8,16,32,60,106,86,64,42,31,21,16,11,9,7,5,4,2
2,4,8,16,32,62,107,88,66,42,31,21,16,11,9,7,5,4,2
2,4,8,16,32,62,108,91,69,44,32,21,16,11,9,7,5,4,2
2,4,8,16,32,62,109,93,71,46,34,22,17,11,9,7,5,4,2
2,4,8,16,32,62,110,95,71,46,34,23,17,11,9,7,5,4,2
2,4,8,16,32,62,110,96,71,47,34,23,17,11,9,7,5,4,2
2,4,8,16,32,63,112,100,74,49,36,24,17,12,9,7,5,4,2
2,4,8,16,32,63,113,102,77,50,36,24,18,13,10,7,5,4,2
2,4,8,16,32,63,113,105,77,50,36,23,17,12,9,7,5,4,2
2,4,8,16,32,63,115,108,81,53,37,24,18,13,10,8,5,4,2
2,4,8,16,32,64,116,110,83,54,38,25,19,14,11,9,5,4,2
2,4,8,16,32,64,117,113,85,54,39,26,20,14,11,9,5,4,2
2,4,8,16,32,64,118,113,84,53,39,27,20,14,11,9,5,4,2
2,4,8,16,32,64,118,115,85,55,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,119,116,86,56,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,119,118,88,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,120,118,88,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,120,120,89,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,120,122,90,58,41,28,21,15,12,9,5,4,2
2,4,8,16,32,64,121,121,91,58,41,28,21,15,12,9,5,4,2
2,4,8,16,32,64,121,122,91,58,41,28,21,15,12,9,6,4,2
2,4,8,16,32,64,121,122,90,57,41,28,21,15,12,9,5,4,2
2,4,8,16,32,64,121,123,91,58,41,28,21,15,12,9,6,4,2
2,4,8,16,32,64,122,122,91,58,41,29,21,15,12,9,5,4,2
2,4,8,16,32,64,122,123,92,59,42,29,21,15,12,9,6,4,2
2,4,8,16,32,64,123,123,91,58,42,29,21,15,12,10,6,4,2
2,4,8,16,32,64,123,124,92,58,42,29,21,15,12,9,5,4,2
2,4,8,16,32,64,123,123,92,58,43,29,21,15,12,9,6,4,2
2,4,8,16,32,64,123,124,92,59,43,30,22,15,12,9,6,4,2
2,4,8,16,32,64,124,123,90,56,41,28,21,15,12,9,5,4,2
2,4,8,16,32,64,123,122,90,57,42,29,21,15,12,9,5,4,2
2,4,8,16,32,64,123,122,89,55,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,123,124,89,56,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,123,123,88,55,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,124,123,90,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,124,121,89,56,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,123,121,91,57,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,124,122,90,56,40,27,20,14,11,9,5,4,2
2,4,8,16,32,64,125,120,88,55,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,124,120,88,55,39,27,20,14,11,9,5,4,2
2,4,8,16,32,64,124,120,88,55,39,27,20,14,11,9,5,4,2
2,4,8,16,32,64,125,119,88,55,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,124,120,88,55,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,125,121,88,55,39,25,19,14,11,9,5,4,2
2,4,8,16,32,64,124,119,87,55,39,25,19,14,11,9,5,4,2
2,4,8,16,32,64,124,119,88,55,39,25,19,14,11,9,5,4,2
2,4,8,16,32,64,125,118,87,54,38,25,19,14,11,9,5,4,2
2,4,8,16,32,64,125,119,88,56,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,126,117,86,54,38,25,19,14,11,9,5,4,2
2,4,8,16,32,64,125,118,88,55,39,26,20,14,11,9,5,4,2
2,4,8,16,32,64,126,117,87,55,39,26,20,14,11,9,5,4,2
2,4,8,16,32,64,126,117,87,55,39,25,19,13,11,9,5,4,2
2,4,8,16,32,64,125,113,83,52,38,25,19,14,11,9,5,4,2
2,4,8,16,32,64,126,114,82,52,38,25,19,14,11,9,5,4,2
2,4,8,16,32,64,125,114,81,51,37,24,18,13,11,9,5,4,2
2,4,8,16,32,64,126,114,81,51,37,24,18,13,11,9,5,4,2
2,4,8,16,32,64,126,115,82,52,37,24,18,13,11,9,5,4,2
2,4,8,16,32,64,126,114,82,51,37,24,18,13,11,9,5,4,2
2,4,8,16,32,64,125,113,81,49,36,23,18,13,11,9,5,4,2
2,4,8,16,32,64,126,114,82,51,37,23,18,13,11,9,5,4,2
2,4,8,16,32,64,126,113,82,50,37,23,18,13,11,9,5,4,2
2,4,8,16,32,64,126,114,84,52,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,113,82,50,37,24,18,13,11,9,5,4,2
2,4,8,16,32,64,126,114,84,52,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,113,82,50,37,24,18,13,11,9,5,4,2
2,4,8,16,32,64,126,114,83,52,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,113,82,51,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,114,83,52,38,25,19,14,10,8,5,4,2
2,4,8,16,32,64,126,115,83,52,38,25,19,14,10,8,5,4,2
2,4,8,16,32,64,126,114,84,53,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,126,115,84,53,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,126,114,83,52,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,115,84,53,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,126,113,82,51,37,24,18,13,11,9,5,4,2
2,4,8,16,32,64,126,113,83,53,39,26,19,14,11,9,5,4,2
2,4,8,16,32,64,126,116,85,54,39,27,20,14,11,9,5,4,2
2,4,8,16,32,64,127,114,83,53,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,114,83,53,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,115,84,53,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,115,83,53,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,113,82,53,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,127,114,83,53,38,25,19,13,11,9,5,4,2
2,4,8,16,32,64,126,116,84,53,38,26,20,14,11,9,5,4,2
2,4,8,16,32,64,126,115,83,53,37,25,19,14,10,8,5,4,2
2,4,8,16,32,64,127,113,81,51,37,24,18,13,10,8,5,4,2
2,4,8,16,32,64,126,112,79,50,36,24,18,13,10,8,5,4,2
2,4,8,16,32,64,126,113,81,52,37,25,18,13,10,8,5,4,2
2,4,8,16,32,64,126,114,81,52,37,25,18,13,10,8,5,4,2
2,4,8,16,32,64,126,114,82,52,37,25,18,13,10,8,5,4,2
2,4,8,16,32,64,126,114,82,52,37,25,18,13,10,8,5,4,2
2,4,8,16,32,64,126,115,82,52,37,25,19,13,10,8,5,4,2
2,4,8,16,32,64,126,116,83,53,37,25,18,13,10,8,5,4,2
2,4,8,16,32,64,127,116,82,52,37,25,18,13,10,8,5,4,2
2,4,8,16,32,64,127,118,84,54,39,26,20,14,11,8,5,4,2
2,4,8,16,32,64,127,118,84,54,38,26,19,13,10,8,5,4,2
2,4,8,16,32,64,127,118,84,53,38,26,19,13,10,8,5,4,2
2,4,8,16,32,64,127,118,84,53,38,26,19,13,10,8,5,4,2
2,4,8,16,32,64,127,117,83,52,38,26,19,13,10,8,5,4,2
2,4,8,16,32,64,127,116,83,52,38,26,19,13,11,9,5,4,2
2,4,8,16,32,64,128,117,84,54,39,27,20,14,11,9,5,4,2
2,4,8,16,32,64,127,121,86,55,39,27,20,14,12,10,6,4,2
2,4,8,16,32,64,128,120,86,55,40,27,20,14,12,10,6,4,2
2,4,8,16,32,64,127,120,87,56,40,28,20,14,12,10,6,4,2
2,4,8,16,32,64,128,121,87,56,41,28,20,14,12,10,6,4,2
2,4,8,16,32,64,127,122,87,55,40,28,20,14,12,10,6,4,2
2,4,8,16,32,64,127,121,88,56,40,27,20,14,12,10,6,4,2
2,4,8,16,32,64,127,122,88,56,40,27,20,14,12,10,6,4,2
2,4,8,16,32,64,127,122,88,55,39,27,20,14,12,10,6,4,2
2,4,8,16,32,64,127,120,87,56,40,27,20,14,12,10,6,4,2
2,4,8,16,32,64,127,122,88,56,40,28,20,14,12,10,6,4,2
2,4,8,16,32,64,128,124,89,57,40,28,20,14,12,10,6,4,2
2,4,8,16,32,64,128,125,89,58,41,29,21,15,12,10,6,4,2
