step,time,charge,ef_energy,ef_energy_mode1,kinetic_energy,total_energy,momentum,tt_norm,bond_dimension,elapsed_time
1,0.1,2.053330564878,5.475673e-6,5.475672e-6,0.041169491401,0.041174967074,-2.2004e-7,3510.7743251262964,17,1.115359067917
2,0.2,2.053328787824,5.326654e-6,5.326653e-6,0.041169604099,0.041174930753,-1.999337e-6,3510.769363935939,22,3.001184940338
3,0.3,2.053338150615,5.037196e-6,5.037195e-6,0.041169647403,0.041174684599,-2.460332e-6,3510.764164826948,22,4.215832948685
4,0.4,2.053335734658,4.625902e-6,4.625901e-6,0.041170127089,0.041174752991,-1.835798e-6,3510.7669375367072,23,5.606364965439
5,0.5,2.053340736469,4.110805e-6,4.110803e-6,0.041170809866,0.041174920670999995,-1.553784e-6,3510.7548344480765,24,7.607769012451
6,0.6,2.053331284171,3.534038e-6,3.534035e-6,0.041171416445,0.041174950482999996,-4.77865e-7,3510.75865506417,26,9.141808986664
7,0.7,2.053342506219,2.917622e-6,2.917619e-6,0.041172053862,0.041174971484,-3.9448e-8,3510.7534261113233,28,10.563112974167
8,0.8,2.053328516754,2.29808e-6,2.298075e-6,0.041172535329,0.041174833408999995,4.37908e-7,3510.7526232805267,29,11.992556095123
9,0.9,2.053331978649,1.710282e-6,1.710275e-6,0.041172975549,0.041174685831,-4.41063e-7,3510.7572566796484,30,13.476577043533
10,1.0,2.053336023187,1.182432e-6,1.182423e-6,0.041173154878,0.04117433731,-7.28338e-7,3510.751582021197,30,15.17867898941
11,1.1,2.053323876178,7.36431e-7,7.36416e-7,0.041173393279,0.04117412971,-8.68346e-7,3510.759177947911,31,18.031841039658
12,1.2,2.053326849873,3.91017e-7,3.90995e-7,0.04117401244,0.041174403457,-5.6524e-7,3510.7581124013564,31,19.934534072876
13,1.3,2.053328644676,1.54684e-7,1.54652e-7,0.04117373122,0.041173885904,-1.58581e-7,3510.763480751665,32,21.801265001297
14,1.4,2.053329349681,2.7572e-8,2.7532e-8,0.041173942503,0.041173970075,-5.81258e-7,3510.7626427653154,32,23.546042919159
15,1.5,2.05332752606,2.664e-9,2.617e-9,0.041173888453,0.041173891117,-2.95885e-7,3510.772206126255,32,25.583451986313
16,1.6,2.053333779483,6.4229e-8,6.4182e-8,0.041173717805,0.041173782034,-1.39719e-6,3510.770495180071,32,27.475187063217
17,1.7,2.053323495683,1.91765e-7,1.91724e-7,0.041173345964,0.041173537728999995,5.8314e-8,3510.7766862763538,31,29.676996946335
18,1.8,2.053324617073,3.59917e-7,3.59886e-7,0.041173203281,0.041173563198,-3.69414e-7,3510.7888509122945,30,31.391026973724
19,1.9,2.053332058914,5.42873e-7,5.42851e-7,0.041172981801,0.041173524674,-2.044923e-6,3510.789641542401,29,33.205789089203
20,2.0,2.053328457524,7.14479e-7,7.14459e-7,0.041172966678,0.041173681157,-3.678158e-6,3510.7919770409712,29,34.820999145508
21,2.1,2.053330551178,8.52273e-7,8.52246e-7,0.041172953376,0.041173805649,-4.528076e-6,3510.7846202266514,28,37.55033993721
22,2.2,2.053330781451,9.37749e-7,9.37708e-7,0.04117293879,0.041173876539,-5.969238e-6,3510.7855850577535,29,39.548447132111
23,2.3,2.053330994703,9.60653e-7,9.60588e-7,0.041172959286,0.041173919939,-6.001002e-6,3510.790673724672,28,41.140517950058
24,2.4,2.053328991435,9.18531e-7,9.18421e-7,0.041173055221,0.04117397375200001,-7.331504e-6,3510.7974368921973,28,42.608994007111
25,2.5,2.05332774596,8.14251e-7,8.14082e-7,0.041173036521,0.041173850772000004,-7.704505e-6,3510.801188341726,28,44.045714139938
26,2.6,2.053336230119,6.62061e-7,6.6183e-7,0.041173194282,0.041173856343000005,-8.02985e-6,3510.808185951292,29,45.617967128754
