step,time,charge,ef_energy,ef_energy_mode1,kinetic_energy,total_energy,momentum,tt_norm,bond_dimension,elapsed_time
1,0.1,2.053328531758,5.427241e-6,5.42721e-6,0.041169341506,0.041174768747,5.39974e-7,934.77969371152,13,4.033558130264
2,0.2,2.053328531758,5.276606e-6,5.276601e-6,0.041169573071,0.041174849677,1.173937e-6,934.779231127947,14,5.477967977524
3,0.3,2.053328531758,4.992488e-6,4.990357e-6,0.0411699761,0.041174968587999995,1.46653e-7,934.7787434817562,17,6.552973985672
4,0.4,2.053328531758,4.586232e-6,4.579908e-6,0.041170444869,0.041175031101,-3.20258e-7,934.7795113504085,18,7.693660974503
5,0.5,2.053328531758,4.078222e-6,4.071599e-6,0.041170892424,0.041174970646,-5.69656e-7,934.7796224125121,19,9.0129301548
6,0.6,2.053328531758,3.503418e-6,3.496885e-6,0.041171547563,0.041175050980999994,6.5454e-8,934.7802414860838,20,10.415014982224
7,0.7,2.053328531758,2.892067e-6,2.886165e-6,0.041172119829,0.041175011896,1.189044e-6,934.7807508797667,20,11.661792039871
8,0.8,2.053328531758,2.277576e-6,2.273173e-6,0.04117277141,0.041175048986,1.462168e-6,934.7801941499201,21,13.277670145035
9,0.9,2.053328531758,1.69622e-6,1.693031e-6,0.041173300926,0.041174997146,1.323743e-6,934.7803577795125,21,14.328532934189
10,1.0,2.053328531758,1.17387e-6,1.171861e-6,0.04117380944,0.04117498331,9.25317e-7,934.7800387033575,21,15.489537000656
11,1.1,2.053328531758,7.32987e-7,7.32001e-7,0.041174220948,0.041174953935,-3.1694e-8,934.779471371808,21,16.777928113937
12,1.2,2.053328531758,3.90509e-7,3.90191e-7,0.041174486245,0.041174876754,-1.276851e-6,934.7795235142339,21,17.898936986923
13,1.3,2.053328531758,1.55932e-7,1.55911e-7,0.041174668347,0.041174824279,-1.559085e-6,934.7801972702905,21,18.988079071045
14,1.4,2.053328531758,2.927e-8,2.9183e-8,0.041174756202,0.041174785472,-8.62224e-7,934.77952480989,21,20.120762109756
15,1.5,2.053328531758,2.354e-9,1.922e-9,0.04117474641,0.041174748764,-3.33772e-7,934.7798193855774,21,21.168476104736
16,1.6,2.053328531758,6.0515e-8,5.9597e-8,0.041174644673,0.041174705187999996,-2.12241e-6,934.779879277035,21,22.779400110245
17,1.7,2.053328531758,1.83517e-7,1.82029e-7,0.041174498085,0.041174681601999996,-2.046545e-6,934.7799340548287,21,23.985435962677
18,1.8,2.053328531758,3.46941e-7,3.44968e-7,0.04117434297,0.041174689911,-4.528673e-6,934.7794517279591,21,25.476485013962
19,1.9,2.053328531758,5.25072e-7,5.22801e-7,0.04117414821,0.041174673281999995,-4.516974e-6,934.780202213818,21,26.698740959167
20,2.0,2.053328531758,6.92354e-7,6.90029e-7,0.041174028876,0.04117472123,-2.869495e-6,934.7798008981912,21,27.795151948929
21,2.1,2.053328531758,8.27033e-7,8.24941e-7,0.04117387105,0.041174698083,-3.128045e-6,934.7801880386438,21,29.686126947403
22,2.2,2.053328531758,9.12142e-7,9.10445e-7,0.041173799502,0.041174711644,-2.865896e-6,934.7799527549307,21,30.900079011917
23,2.3,2.053328531758,9.36261e-7,9.35072e-7,0.041173822009,0.04117475827,-3.606788e-6,934.7806144229596,21,32.053862094879
24,2.4,2.053328531758,8.96059e-7,8.95386e-7,0.041173906086,0.041174802145,-3.257005e-6,934.7805290841306,21,33.592561006546
25,2.5,2.053328531758,7.95627e-7,7.95377e-7,0.041174068305,0.041174863932,-2.407068e-6,934.7809107634655,21,34.674365997314
26,2.6,2.053328531758,6.46737e-7,6.46715e-7,0.041174244548,0.041174891285,-2.69961e-7,934.7799211447651,21,35.755274057388
27,2.7,2.053328531758,4.69303e-7,4.69234e-7,0.041174437578,0.041174906881000006,-1.774519e-6,934.7801657335701,21,36.855813980103
28,2.8,2.053328531758,2.8757e-7,2.87139e-7,0.041174601493,0.041174889063,-1.910749e-6,934.7803650935244,21,37.997277021408
29,2.9,2.053328531758,1.30307e-7,1.29239e-7,0.041174745236,0.041174875543000006,-2.014628e-6,934.7807320931411,21,39.330289125443
30,3.0,2.053328531758,2.7045e-8,2.5134e-8,0.041174825496,0.04117485254100001,-3.416703e-6,934.7799819397377,21,40.514793157578
31,3.1,2.053328531758,6.88e-9,4.069e-9,0.041174788869,0.041174795749,-4.205824e-6,934.7809723092095,21,41.510854959488
32,3.2,2.053328531758,9.6132e-8,9.2489e-8,0.041174647677,0.041174743809,-4.821629e-6,934.7794169869003,21,42.620506048203
33,3.3,2.053328531758,3.16071e-7,3.11829e-7,0.041174370362,0.041174686433,-3.85018e-6,934.7804949664375,21,44.311699151993
34,3.4,2.053328531758,6.8061e-7,6.7609e-7,0.04117394009,0.0411746207,-3.873423e-6,934.7799099698417,21,45.379248142242
35,3.5,2.053328531758,1.195148e-6,1.190743e-6,0.041173328962,0.04117452411,-3.813166e-6,934.7802979400391,21,46.700324058533
36,3.6,2.053328531758,1.855563e-6,1.851599e-6,0.041172592724,0.041174448287,-3.164923e-6,934.7802714994516,21,47.829926013947
37,3.7,2.053328531758,2.648348e-6,2.645144e-6,0.041171728963,0.041174377310999995,-3.733887e-6,934.7805257623207,20,49.145316123962
38,3.8,2.053328531758,3.552911e-6,3.550675e-6,0.041170829807,0.041174382718,-6.00012e-6,934.7790649527064,20,50.412122011185
39,3.9,2.053328531758,4.541432e-6,4.540171e-6,0.041169816916,0.041174358348000005,-3.757123e-6,934.7797490799591,19,51.666296005249
